3
4060
-184.344674673	-56.6891999161	-395.28844152785837
864.589969299	-238.973649072	-170.97608259081017
-885.565611032	833.237429442	470.49105719923796
137.784794405	180.308654659	950.3266157641758
-715.950957504	248.52920093	117.28872106219342
884.244676386	-384.987448154	814.32098498344
270.643873323	8.1576716083	313.3873869165702
-107.556592309	383.740580625	108.12572575956847
-156.734790596	43.5695740951	281.50402208105675
-7.77669733858	494.945819634	191.40603968181813
416.666044469	-9.71149604371	-16.43284376676729
-371.968863077	811.969892099	103.65919759796066
154.975059861	-813.486882298	-110.26683130681113
-875.893446114	797.623049316	-927.3316227504738
-813.155920326	-811.217900447	156.21839954348275
-478.129578453	-817.918336533	1.729111042602085
899.747748186	366.156194759	917.0265471225216
101.534907053	284.384984627	-935.1607011719911
178.991766861	-342.529247297	-920.3917019942216
795.221237334	-273.86767966	-158.01312362765145
-917.163533055	-780.189602733	140.69054785916273
137.774423033	-374.145250097	24.68969309375666
925.81091031	140.846537539	-394.60175397919465
863.598587908	989.923593178	-699.0860324781158
159.308746465	125.924360036	802.6765022943889
694.62254251	873.217451311	920.876880277804
-872.892135776	-142.454457085	173.94154604931896
648.037444249	-927.053559641	-225.05457623360405
-885.755067558	-782.104251345	111.26745991593612
830.063967466	-988.063052995	-388.1910219268765
-977.204357353	-723.645452522	303.17353107942677
411.16540927	-879.99068695	-916.7597170306663
195.064419361	-871.279476396	-992.9044221721846
898.109538314	426.683630023	-204.31153212683455
427.910586766	-901.047792119	841.04873338471
-902.194062102	169.287749169	-852.8220190595166
-818.840630562	-683.599493642	969.7000003360047
25.8639905788	417.132003112	211.73953985137177
352.391554662	-199.893999412	-16.351628993905138
-166.359168415	-115.59210997	-852.8174991616448
-698.86270381	-31.1837763841	-782.6217886948446
-55.6240746276	-178.419085553	637.0509961561102
965.098794431	-289.564115401	-50.4378422615315
867.755273684	226.448034853	96.89417965511507
-555.225675716	824.882864966	-915.4346595513665
191.260789455	890.567129314	211.57771228076854
720.621811129	498.126600421	2.1950379218056923
888.453099006	-45.5348969211	500.02200989206335
491.602074522	-188.395671617	-953.5763513183497
924.28965363	-769.400891073	-236.08969255095099
114.29571944	-227.178490436	-137.69048329710222
138.766959541	-964.782413771	664.0637923131092
299.583837151	238.47574167	-31.18128293411894
698.317930348	939.248267803	-266.5594426850537
-38.2262637763	-431.290087352	250.85165479218085
-852.317343356	907.444443742	-751.6971807869193
944.830179059	-952.818752905	502.34734724230884
-620.640461998	-195.352166344	7.921685561998174
633.555638155	-846.840067496	-18.125081865394236
-917.296049785	-292.394195714	-141.70445265002616
-486.768112993	877.622140564	90.9718622938301
952.628393392	-356.415996953	-72.44596233335551
116.093081285	144.899763631	-940.3263683224627
607.460546078	-320.729279767	-993.991616210946
-5.41588438215	263.17911127	17.20492772796308
-20.4007543589	855.664750056	-342.7602629272167
-489.435817061	931.328368172	-900.6672361871067
81.1384808568	842.305980636	759.8198859764004
-269.967122823	754.69873765	882.0342520299012
594.047543566	98.3313009238	-982.557785906577
615.252398186	-212.716833981	-966.3673141344761
-408.183483811	115.281691074	924.1373970845491
-884.569251705	531.433983042	821.6273892601571
-270.97625978	933.338703447	913.532659285147
909.163390061	959.191195494	17.0305568607605
54.9215196735	-662.892661092	-953.2521528099729
959.245808901	-961.57823061	222.26136277604792
-390.91397231	13.3207611182	130.32372730577936
774.221555144	-41.5166398933	-494.2171299297053
-929.468929093	-129.740705444	-370.8430125418545
2.87896302165	295.236427706	-527.4935695167607
-952.257579439	-845.249663073	850.3642747828549
368.25634513	-222.072255014	-53.353614877979226
676.794786381	345.096699679	958.6271424057572
14.3513817912	44.9971065093	788.2532120444307
-836.623283872	-752.705736646	76.15604442969311
-857.584891339	479.490988592	45.35646452768833
343.155142768	931.76486669	791.7217289752934
826.468655747	914.295481606	862.723108301037
864.125593399	-60.0904732683	-986.2223197871969
-256.036574491	-869.62363538	206.65889833498454
658.434033353	-958.292774312	920.4568057394515
-918.910584276	72.0578004969	908.3588775875724
968.40588992	340.945574324	870.8324105965196
986.666746268	-768.988930286	99.6023539008354
985.968365766	-920.790867337	-875.3601254397913
-50.0181593344	-434.975422082	-229.81581920542646
933.624839016	992.432476205	691.7349392572735
-31.0294697679	-907.145568261	-537.0990435264533
959.876279349	-447.26839927	916.6781877521403
-967.722789896	291.626375543	-217.37356313661917
-658.882954128	316.810234939	-35.78871564186193
307.995152375	-982.298587579	-245.87698233425397
