3
68921
-1000	-1000	-1000
-1000	-1000	-950
-1000	-1000	-900
-1000	-1000	-850
-1000	-1000	-800
-1000	-1000	-750
-1000	-1000	-700
-1000	-1000	-650
-1000	-1000	-600
-1000	-1000	-550
-1000	-1000	-500
-1000	-1000	-450
-1000	-1000	-400
-1000	-1000	-350
-1000	-1000	-300
-1000	-1000	-250
-1000	-1000	-200
-1000	-1000	-150
-1000	-1000	-100
-1000	-1000	-50
-1000	-1000	0
-1000	-1000	50
-1000	-1000	100
-1000	-1000	150
-1000	-1000	200
-1000	-1000	250
-1000	-1000	300
-1000	-1000	350
-1000	-1000	400
-1000	-1000	450
-1000	-1000	500
-1000	-1000	550
-1000	-1000	600
-1000	-1000	650
-1000	-1000	700
-1000	-1000	750
-1000	-1000	800
-1000	-1000	850
-1000	-1000	900
-1000	-1000	950
-1000	-1000	1000
-1000	-950	-1000
-1000	-950	-950
-1000	-950	-900
-1000	-950	-850
-1000	-950	-800
-1000	-950	-750
-1000	-950	-700
-1000	-950	-650
-1000	-950	-600
-1000	-950	-550
-1000	-950	-500
-1000	-950	-450
-1000	-950	-400
-1000	-950	-350
-1000	-950	-300
-1000	-950	-250
-1000	-950	-200
-1000	-950	-150
-1000	-950	-100
-1000	-950	-50
-1000	-950	0
-1000	-950	50
-1000	-950	100
-1000	-950	150
-1000	-950	200
-1000	-950	250
-1000	-950	300
-1000	-950	350
-1000	-950	400
-1000	-950	450
-1000	-950	500
-1000	-950	550
-1000	-950	600
-1000	-950	650
-1000	-950	700
-1000	-950	750
-1000	-950	800
-1000	-950	850
-1000	-950	900
-1000	-950	950
-1000	-950	1000
-1000	-900	-1000
-1000	-900	-950
-1000	-900	-900
-1000	-900	-850
-1000	-900	-800
-1000	-900	-750
-1000	-900	-700
-1000	-900	-650
-1000	-900	-600
-1000	-900	-550
-1000	-900	-500
-1000	-900	-450
-1000	-900	-400
-1000	-900	-350
-1000	-900	-300
-1000	-900	-250
-1000	-900	-200
-1000	-900	-150
-1000	-900	-100
-1000	-900	-50
-1000	-900	0
-1000	-900	50
-1000	-900	100
-1000	-900	150
-1000	-900	200
-1000	-900	250
-1000	-900	300
-1000	-900	350
-1000	-900	400
-1000	-900	450
-1000	-900	500
-1000	-900	550
-1000	-900	600
-1000	-900	650
-1000	-900	700
-1000	-900	750
-1000	-900	800
-1000	-900	850
-1000	-900	900
-1000	-900	950
-1000	-900	1000
-1000	-850	-1000
-1000	-850	-950
-1000	-850	-900
-1000	-850	-850
-1000	-850	-800
-1000	-850	-750
-1000	-850	-700
-1000	-850	-650
-1000	-850	-600
-1000	-850	-550
-1000	-850	-500
-1000	-850	-450
-1000	-850	-400
-1000	-850	-350
-1000	-850	-300
-1000	-850	-250
-1000	-850	-200
-1000	-850	-150
-1000	-850	-100
-1000	-850	-50
-1000	-850	0
-1000	-850	50
-1000	-850	100
-1000	-850	150
-1000	-850	200
-1000	-850	250
-1000	-850	300
-1000	-850	350
-1000	-850	400
-1000	-850	450
-1000	-850	500
-1000	-850	550
-1000	-850	600
-1000	-850	650
-1000	-850	700
-1000	-850	750
-1000	-850	800
-1000	-850	850
-1000	-850	900
-1000	-850	950
-1000	-850	1000
-1000	-800	-1000
-1000	-800	-950
-1000	-800	-900
-1000	-800	-850
-1000	-800	-800
-1000	-800	-750
-1000	-800	-700
-1000	-800	-650
-1000	-800	-600
-1000	-800	-550
-1000	-800	-500
-1000	-800	-450
-1000	-800	-400
-1000	-800	-350
-1000	-800	-300
-1000	-800	-250
-1000	-800	-200
-1000	-800	-150
-1000	-800	-100
-1000	-800	-50
-1000	-800	0
-1000	-800	50
-1000	-800	100
-1000	-800	150
-1000	-800	200
-1000	-800	250
-1000	-800	300
-1000	-800	350
-1000	-800	400
-1000	-800	450
-1000	-800	500
-1000	-800	550
-1000	-800	600
-1000	-800	650
-1000	-800	700
-1000	-800	750
-1000	-800	800
-1000	-800	850
-1000	-800	900
-1000	-800	950
-1000	-800	1000
-1000	-750	-1000
-1000	-750	-950
-1000	-750	-900
-1000	-750	-850
-1000	-750	-800
-1000	-750	-750
-1000	-750	-700
-1000	-750	-650
-1000	-750	-600
-1000	-750	-550
-1000	-750	-500
-1000	-750	-450
-1000	-750	-400
-1000	-750	-350
-1000	-750	-300
-1000	-750	-250
-1000	-750	-200
-1000	-750	-150
-1000	-750	-100
-1000	-750	-50
-1000	-750	0
-1000	-750	50
-1000	-750	100
-1000	-750	150
-1000	-750	200
-1000	-750	250
-1000	-750	300
-1000	-750	350
-1000	-750	400
-1000	-750	450
-1000	-750	500
-1000	-750	550
-1000	-750	600
-1000	-750	650
-1000	-750	700
-1000	-750	750
-1000	-750	800
-1000	-750	850
-1000	-750	900
-1000	-750	950
-1000	-750	1000
-1000	-700	-1000
-1000	-700	-950
-1000	-700	-900
-1000	-700	-850
-1000	-700	-800
-1000	-700	-750
-1000	-700	-700
-1000	-700	-650
-1000	-700	-600
-1000	-700	-550
-1000	-700	-500
-1000	-700	-450
-1000	-700	-400
-1000	-700	-350
-1000	-700	-300
-1000	-700	-250
-1000	-700	-200
-1000	-700	-150
-1000	-700	-100
-1000	-700	-50
-1000	-700	0
-1000	-700	50
-1000	-700	100
-1000	-700	150
-1000	-700	200
-1000	-700	250
-1000	-700	300
-1000	-700	350
-1000	-700	400
-1000	-700	450
-1000	-700	500
-1000	-700	550
-1000	-700	600
-1000	-700	650
-1000	-700	700
-1000	-700	750
-1000	-700	800
-1000	-700	850
-1000	-700	900
-1000	-700	950
-1000	-700	1000
-1000	-650	-1000
-1000	-650	-950
-1000	-650	-900
-1000	-650	-850
-1000	-650	-800
-1000	-650	-750
-1000	-650	-700
-1000	-650	-650
-1000	-650	-600
-1000	-650	-550
-1000	-650	-500
-1000	-650	-450
-1000	-650	-400
-1000	-650	-350
-1000	-650	-300
-1000	-650	-250
-1000	-650	-200
-1000	-650	-150
-1000	-650	-100
-1000	-650	-50
-1000	-650	0
-1000	-650	50
-1000	-650	100
-1000	-650	150
-1000	-650	200
-1000	-650	250
-1000	-650	300
-1000	-650	350
-1000	-650	400
-1000	-650	450
-1000	-650	500
-1000	-650	550
-1000	-650	600
