592.897172307 -999.86579961
-349.331284752 -999.886951461
-793.447209498 -999.949213866
999.475987312 -348.423723749
999.889614329 -426.584374848
999.973596911 -204.005876053
-999.770117041 -178.019055656
-999.578344487 -74.8947824433
-999.807853751 29.1830756689
-999.593765652 885.070217524
-999.345839949 974.905560311
-999.987368212 765.618029286
-349.331284752 -999.886951461
-461.75727504 -999.381291893
-793.447209498 -999.949213866
-922.152256142 -999.412186278
-993.594320884 -999.944960148
-793.447209498 -999.949213866
264.448013036 -998.338999124
251.479611638 -999.66689465
592.897172307 -999.86579961
983.612983496 791.703318352
986.208420012 791.419455568
999.680970299 989.670568311
-999.521630034 -92.3366370182
-999.578344487 -74.8947824433
-999.770117041 -178.019055656
319.203429306 -992.239901976
313.586321494 -993.948225873
592.897172307 -999.86579961
313.586321494 -993.948225873
264.448013036 -998.338999124
592.897172307 -999.86579961
326.789651622 -979.656619586
323.423602237 -989.773631764
592.897172307 -999.86579961
323.423602237 -989.773631764
319.203429306 -992.239901976
592.897172307 -999.86579961
-640.24714018 -787.38306656
-795.01551297 -738.264646211
-747.835365119 -953.91113219
-657.91580883 -496.71934215
-523.617787722 -390.404048833
-738.225182391 -306.278591334
-921.432818516 -74.4576129377
-726.842978726 -1.92420500253
-807.12519436 17.6779420276
-469.652172129 170.307536803
-619.337665934 184.280511728
-544.564024728 144.54571791
998.799412186 -286.50874337
999.475987312 -348.423723749
999.973596911 -204.005876053
-999.623517652 628.057942776
-999.019917908 727.323040823
-999.987368212 765.618029286
740.739085336 -999.718888263
639.223501954 -999.278028968
592.897172307 -999.86579961
675.311092709 -997.398662473
639.223501954 -999.278028968
740.739085336 -999.718888263
-320.663668162 -187.677480535
-431.532059611 -255.197223863
-394.489079841 -250.599785255
-328.264367 -69.2058767118
-320.663668162 -187.677480535
-308.454418274 -146.193068445
-320.663668162 -187.677480535
-328.264367 -69.2058767118
-375.13210258 -28.984198917
-574.094744991 -279.197578468
-523.617787722 -390.404048833
-556.516959045 -293.359759285
-568.593112844 -472.42373044
-523.617787722 -390.404048833
-657.91580883 -496.71934215
-574.094744991 -279.197578468
-599.085740202 -266.125589429
-523.617787722 -390.404048833
-999.578344487 -74.8947824433
-999.328250316 -37.9964481816
-999.807853751 29.1830756689
31.5471325609 -25.4287411512
49.0425535879 -159.934549908
55.1615724532 -144.370433496
251.479611638 -999.66689465
40.2926043557 -999.404536378
15.8144009747 -999.526259082
40.2926043557 -999.404536378
251.479611638 -999.66689465
193.473477738 -999.34547145
-238.437251411 -999.10981189
-136.266164762 -999.792675995
-211.700419411 -998.937499971
-136.266164762 -999.792675995
-238.437251411 -999.10981189
-268.177711764 -999.393051065
-136.266164762 -999.792675995
-268.177711764 -999.393051065
-349.331284752 -999.886951461
592.897172307 -999.86579961
-136.266164762 -999.792675995
-349.331284752 -999.886951461
251.479611638 -999.66689465
-136.266164762 -999.792675995
592.897172307 -999.86579961
7.2242252958 -670.900697189
8.47374001104 -740.493399881
148.484018607 -827.035898508
220.360728058 -789.256261494
7.2242252958 -670.900697189
148.484018607 -827.035898508
251.385808957 -670.39410914
220.360728058 -789.256261494
255.207475093 -713.871919634
7.2242252958 -670.900697189
138.224878803 -576.645177579
98.9886286401 -578.779429903
138.224878803 -576.645177579
251.385808957 -670.39410914
201.724710414 -598.370436546
138.224878803 -576.645177579
7.2242252958 -670.900697189
220.360728058 -789.256261494
251.385808957 -670.39410914
138.224878803 -576.645177579
220.360728058 -789.256261494
182.895626765 999.701492895
624.414150481 999.864199727
-352.204958448 999.995268528
-941.09638905 999.138197243
-862.609664359 999.39463736
-778.481263927 999.782788278
-406.852790825 999.957143538
-352.204958448 999.995268528
-778.481263927 999.782788278
-618.900038105 710.980118773
-722.636885993 673.384725426
-687.756803151 675.082111455
-999.925654496 582.860473324
-999.623517652 628.057942776
-999.987368212 765.618029286
-999.925654496 582.860473324
-999.698373982 294.962553079
